date,season,holiday,weekday,weather,temperature,realfeel,humidity,windspeed,rentals
2011-11-20,4,0,0,2,56.7979718,57.4984904,0.684583,7.741443809150001,3520
2011-11-21,4,0,1,3,55.4585,56.0733656,0.91,5.747444386278,2765
2011-11-22,4,0,2,3,52.850028200000004,53.29748480000001,0.9625,4.945531556744,1607
2011-11-23,4,0,3,2,54.8944718,54.3477956,0.757917,13.981018377024999,2566
2011-11-24,4,1,4,1,49.1839718,47.4495548,0.549167,6.965176203528001,1495
2011-11-25,4,0,5,1,49.325,48.4237148,0.64375,4.1172158035006,2792
2011-11-26,4,0,6,1,49.3954718,48.9483356,0.681667,2.8484849614256,3068
2011-11-27,4,0,0,1,56.4455282,57.349039999999995,0.698333,8.699143047578,3071
2011-11-28,4,0,1,1,60.1942388,61.4264936,0.743043,5.916802780554,3867
2011-11-29,4,0,2,2,56.3749718,56.823350000000005,0.830833,10.744849236844,2914
2011-11-30,4,0,3,1,45.095,40.1730548,0.613333,11.288811080406001,3613
2011-12-01,4,0,4,1,44.0375,39.4998152,0.524583,9.165586373406,3727
2011-12-02,4,0,5,1,44.1785282,42.5742404,0.625833,4.194576120178,3940
2011-12-03,4,0,6,1,42.909528200000004,40.0997552,0.612917,3.9876366485881,3614
2011-12-04,4,0,0,1,45.5884718,44.67308,0.775833,3.4953399395630997,3485
2011-12-05,4,0,1,2,50.2414718,49.99829,0.827083,2.5898470498131005,3811
2011-12-06,4,0,2,3,56.7275,57.42032,0.949583,9.682862196631001,2594
2011-12-07,4,0,3,3,52.286,50.74922479999999,0.970417,11.081359536975,705
2011-12-08,4,0,4,1,40.0894718,33.7242344,0.58,9.994060327706,3322
2011-12-09,4,0,5,1,42.2044718,40.9239896,0.695833,3.4436498259119004,3620
2011-12-10,4,0,6,1,40.865,34.8497456,0.5075,9.709423321397,3190
2011-12-11,4,0,0,1,36.2824718,33.2746952,0.49,2.7702545389368995,2743
2011-12-12,4,0,1,1,37.7629718,35.2992848,0.670833,2.6415413266500005,3310
2011-12-13,4,0,2,1,41.4995,38.9751944,0.59,5.85135750135,3523
2011-12-14,4,0,3,2,44.460499999999996,43.3974056,0.66375,2.5378072285631004,3740
2011-12-15,4,0,4,2,53.3435,52.1737556,0.634167,11.159086213994,3709
2011-12-16,4,0,5,2,49.325,45.947210000000005,0.500417,10.848221137775,3577
2011-12-17,4,0,6,2,39.454971799999996,32.8252748,0.560833,10.123493771119,2739
2011-12-18,4,0,0,1,37.7629718,32.3747852,0.58625,7.068215049603001,2431
2011-12-19,4,0,1,1,41.0060282,36.5748404,0.6375,7.197981547872,3403
2011-12-20,4,0,2,2,50.2414718,50.298735199999996,0.595417,2.5633067409756003,3750
2011-12-21,1,0,3,2,53.8369718,54.0484196,0.858333,9.2172931398,2660
2011-12-22,1,0,4,2,53.413971800000006,53.823174800000004,0.7575,1.968146039675,3068
2011-12-23,1,0,5,1,49.1839718,48.0485444,0.68625,11.417370254822,2209
2011-12-24,1,0,6,1,43.1915,38.7499496,0.5425,7.922708914528,1011
2011-12-25,1,0,0,1,40.8466418,36.459366800000005,0.681304,6.4567263339870005,754
2011-12-26,1,1,1,1,44.8191194,40.685558,0.506957,9.969372636505,1317
2011-12-27,1,0,2,2,45.095,42.1228004,0.7625,7.845523451650001,1162
2011-12-28,1,0,3,1,42.906398,36.4609112,0.50391300000000006,12.238142315576997,2302
2011-12-29,1,0,4,1,38.6089718,34.5503696,0.574167,4.971343308084001,2423
2011-12-30,1,0,5,1,43.9670282,41.074865599999995,0.636667,5.592698773809,2999
2011-12-31,1,0,6,1,52.286,52.3975748,0.615833,9.165419845978,2485
2012-01-01,1,0,0,1,48.902,47.8237748,0.6925,8.000269064119001,2294
2012-01-02,1,1,1,1,40.6994378,33.1737152,0.381304,13.724566137904999,1951
2012-01-03,1,0,2,1,30.29,18.201469999999997,0.44125,15.223562781047,2236
2012-01-04,1,0,3,2,26.6945,17.3772356,0.414583,7.6894039879000005,2368
2012-01-05,1,0,4,1,40.0894718,36.275345599999994,0.524167,5.411600195858999,3272
2012-01-06,1,0,5,1,45.870528199999995,43.6237196,0.542083,6.990321845156,4098
2012-01-07,1,0,6,1,50.875971799999995,49.6245452,0.531667,7.275500065606,4521
2012-01-08,1,0,0,1,46.1525,43.6226504,0.465,7.974249153494,3425
2012-01-09,1,0,1,2,36.5645282,32.6005052,0.701667,4.1173906573000005,2376
2012-01-10,1,0,2,1,43.7156816,41.0765288,0.646522,7.808138044064,3598
2012-01-11,1,0,3,2,40.7945282,36.7991348,0.8475,5.462973907397,2177
2012-01-12,1,0,4,2,49.9595,48.5742344,0.802917,7.533992265719,4097
2012-01-13,1,0,5,1,40.7945282,32.8242056,0.5075,15.741338186556,3214
2012-01-14,1,0,6,1,32.827999999999996,24.9507356,0.4575,7.792775888830999,2493
2012-01-15,1,0,0,1,31.7000282,22.401049999999998,0.419167,10.460337126106,2311
2012-01-16,1,1,1,1,33.674,25.8507644,0.5225,9.631863171806001,2298
2012-01-17,1,0,2,2,49.159437800000006,46.4762264,0.716087,14.53493023441,2935
2012-01-18,1,0,3,1,43.261971800000005,35.9001752,0.443333,17.295080721653,3376
2012-01-19,1,0,4,1,33.674,25.776514400000003,0.4975,9.165586373406,3292
2012-01-20,1,0,5,2,36.0005,29.449810399999997,0.45,8.440859006750001,3163
2012-01-21,1,0,6,2,32.2639718,23.97515,0.83125,9.268999906194,1301
2012-01-22,1,0,0,2,31.3475,22.4753,0.79625,8.311300667766002,1977
2012-01-23,1,0,1,2,36.0709718,32.0752904,0.91125,4.608979624756,2432
2012-01-24,1,0,2,1,46.5755,44.67403039999999,0.835833,5.1526500453190005,4339
2012-01-25,1,0,3,1,42.486528199999995,38.2247348,0.64375,6.705684838847,4270
2012-01-26,1,0,4,2,46.5050282,45.49874,0.769583,3.0556034500006,4075
2012-01-27,1,0,5,2,53.55499999999999,52.547500400000004,0.74125,14.265863542619,3456
2012-01-28,1,0,6,1,44.319471799999995,41.97382519999999,0.543333,8.777202779452999,4023
2012-01-29,1,0,0,1,41.4995,35.599254800000004,0.31125,9.99372727285,3243
2012-01-30,1,0,1,1,40.3715282,34.39985,0.400833,8.983821685744001,3624
2012-01-31,1,0,2,1,50.594,48.5004596,0.416667,10.899927904169,4509
2012-02-01,1,0,3,1,57.2915282,58.6247144,0.507917,7.871210307419001,4579
2012-02-02,1,0,4,2,51.369528200000005,50.597754800000004,0.672917,7.792942416259,3761
2012-02-03,1,0,5,1,44.1079718,39.9503048,0.526667,7.431119947072,4151
2012-02-04,1,0,6,2,39.9485282,35.599729999999994,0.779583,5.074756840872,2832
2012-02-05,1,0,0,2,40.0894718,34.6250948,0.687917,7.327040304572001,2947
2012-02-06,1,0,1,1,41.5087214,38.4154088,0.622174,6.4029796066,3784
2012-02-07,1,0,2,1,47.5625282,46.0991552,0.49625,6.135661452803001,4375
2012-02-08,1,0,3,2,39.314028199999996,34.8508148,0.722917,5.567053549897,2802
2012-02-09,1,0,4,1,40.019,34.324174400000004,0.562083,8.078120636708999,3830
2012-02-10,1,0,5,2,41.358471800000004,38.0746904,0.54,4.867971407153001,3831
2012-02-11,1,0,6,3,36.5645282,28.2509996,0.73125,12.064745631172,2169
2012-02-12,1,0,0,1,28.386499999999998,15.2769704,0.464583,17.036255466684,1529
2012-02-13,1,0,1,1,36.4235,30.2760644,0.41125,6.964301934531,3422
2012-02-14,1,0,2,2,44.6015282,42.8727848,0.50875,5.877543939403,3922
2012-02-15,1,0,3,1,47.0689718,44.973525200000005,0.53125,7.5603452312,4169
2012-02-16,1,0,4,2,44.390028199999996,42.4232456,0.752917,3.8061925262250003,3005
2012-02-17,1,0,5,1,46.6459718,44.973525200000005,0.634583,8.569751236022,4154
2012-02-18,1,0,6,1,46.9280282,45.42449,0.534583,7.948728825152999,4318
2012-02-19,1,0,0,2,41.288000000000004,34.7756144,0.515833,10.537522588984,2689
2012-02-20,1,1,1,1,41.288000000000004,35.6788508,0.507826,9.537150697131,3129
2012-02-21,1,0,2,1,41.9500796,38.2594244,0.594348,8.564380726469,3777
2012-02-22,1,0,3,1,51.087471799999996,49.8488396,0.567917,9.761463142647,4773
2012-02-23,1,0,4,1,56.022528200000004,56.0001848,0.554583,7.948062715441,5062
2012-02-24,1,0,5,2,52.0745,52.0233548,0.7375,9.890355371919,3487
2012-02-25,1,0,6,1,42.2044718,33.57419,0.395833,17.553739449194,2732
2012-02-26,1,0,0,1,41.217528200000004,35.0749904,0.41,8.544064380253,3389
2012-02-27,1,0,1,1,48.6200282,45.7249352,0.490833,11.158711527281001,4322
2012-02-28,1,0,2,1,47.985528200000005,45.198769999999996,0.395833,8.052308885369001,4363
2012-02-29,1,0,3,2,46.7318408,44.598236,0.804783,7.456973330268999,1834
2012-03-01,1,0,4,1,58.7014718,59.67407479999999,0.615417,9.449890324859,4990
2012-03-02,1,0,5,2,47.4919718,45.9492296,0.657083,6.032622606728,3194
2012-03-03,1,0,6,2,52.638528199999996,52.3228496,0.62125,6.706017893703001,4066
2012-03-04,1,0,0,1,45.1654718,39.1988948,0.403333,13.928812028347002,3423
2012-03-05,1,0,1,1,38.1859718,31.851114799999998,0.50625,9.527783529306001,3333
2012-03-06,1,0,2,1,39.454971799999996,33.498989599999994,0.456667,8.362799274875,3956
2012-03-07,1,0,3,1,51.7925282,48.94988,0.513333,14.395421881603001,4916
2012-03-08,1,0,4,1,62.226499999999994,65.5229552,0.5675,18.383087672490998,5382
2012-03-09,1,0,5,2,52.3564718,50.373460400000006,0.407083,17.268894283599998,4569
2012-03-10,1,0,6,1,41.9225,36.198719600000004,0.350417,9.39839171775,4118
2012-03-11,1,0,0,1,48.2031194,45.928796,0.476957,9.266710154059,4911
2012-03-12,1,0,1,1,57.0800282,57.79952960000001,0.489167,8.647477913041001,5298
2012-03-13,1,0,2,1,65.399,67.69996520000001,0.6175,9.864668516150001,5847
2012-03-14,1,0,3,1,66.0335,68.3756996,0.507083,4.790244730134,6312
2012-03-15,1,0,4,1,64.7645,66.49960999999999,0.579583,6.239907622731,6192
2012-03-16,1,0,5,2,54.4714718,55.0240052,0.842083,4.712393157544001,4378
2012-03-17,1,0,6,2,61.098528200000004,63.1994648,0.755833,4.608813097328,7836
2012-03-18,1,0,0,2,57.573499999999996,58.3232,0.81,5.282374911731,5892
2012-03-19,1,0,1,1,63.70700000000001,66.4991348,0.72875,6.757558132669,6153
2012-03-20,1,0,2,1,65.0464718,67.17772040000001,0.807917,5.048736930247,6093
2012-03-21,2,0,3,2,62.579028199999996,64.1750504,0.82125,3.7284783387630998,6230
2012-03-22,2,0,4,1,64.48252819999999,66.3501596,0.83125,4.894324372634,6871
2012-03-23,2,0,5,2,68.5010282,70.9239596,0.694167,4.841784969100001,8362
2012-03-24,2,0,6,2,60.11149999999999,61.0238804,0.885417,8.025914288031,3372
2012-03-25,2,0,0,2,54.6125,55.1735744,0.880833,9.191273229175,4996
2012-03-26,2,0,1,1,55.3174718,55.323499999999996,0.477917,16.104076556597,5558
2012-03-27,2,0,2,1,44.9539718,40.6996952,0.29,7.793150575544001,5102
2012-03-28,2,0,3,1,58.56052820000001,59.14886,0.48125,12.142805363047,5698
2012-03-29,2,0,4,1,59.406528200000004,60.4977152,0.439167,13.30762309005,6133
2012-03-30,2,0,5,2,48.902,47.8237748,0.580833,5.747985600419,5459
2012-03-31,2,0,6,2,53.4845282,53.298910400000004,0.738333,10.433651105768998,6235
2012-04-01,2,0,0,2,53.6254718,52.7736956,0.67625,7.171795109819,6041
2012-04-02,2,0,1,1,54.3090398,53.988544399999995,0.504348,12.994926212123,5936
2012-04-03,2,0,2,1,57.0800282,58.02418039999999,0.396667,4.168722736981,6772
2012-04-04,2,0,3,1,63.4250282,66.57386,0.469583,7.534325320575,6436
2012-04-05,2,0,4,1,54.400999999999996,54.4221644,0.374167,9.139399935353001,6457
2012-04-06,2,0,5,1,51.7219718,49.623119599999995,0.377083,12.505710260516,6460
2012-04-07,2,0,6,1,54.6125,53.8241252,0.254167,11.443390165447,6857
2012-04-08,2,0,0,1,59.9,61.70009,0.275833,9.683403410772,5169
2012-04-09,2,0,1,1,58.9835282,59.8245944,0.3175,14.912364649972,5585
2012-04-10,2,0,2,1,55.388028199999994,55.024480399999995,0.435,10.381944339375002,5918
2012-04-11,2,0,3,1,47.099681600000004,43.268151200000005,0.469565,12.292804943818,4862
2012-04-12,2,0,4,1,51.228500000000004,49.2473552,0.46625,12.091098596653,5409
2012-04-13,2,0,5,1,55.0355,54.498790400000004,0.408333,6.472546439646999,6398
2012-04-14,2,0,6,1,59.477,61.173924799999995,0.502917,7.948229242869,7460
2012-04-15,2,0,0,1,68.9240282,71.37635,0.507917,9.372538334553001,7132
2012-04-16,2,1,1,1,73.7885282,76.25309,0.561667,11.857960197453,6370
2012-04-17,2,0,2,1,69.0649718,74.30025559999999,0.390417,11.391683399052999,6691
2012-04-18,2,0,3,2,56.7979718,57.4961144,0.569167,6.990488372584,4367
2012-04-19,2,0,4,1,59.7589718,61.7738648,0.6125,2.7447550265243996,6565
2012-04-20,2,0,5,1,62.1560282,64.47407000000001,0.694583,6.239408040447,7290
2012-04-21,2,0,6,1,65.822,67.6990148,0.682917,11.806253431058998,6624
2012-04-22,2,0,0,3,51.158028200000004,49.473075200000004,0.835417,14.344089801922001,1027
2012-04-23,2,0,1,2,44.8130282,38.97365,0.766667,12.635102072072,3214
2012-04-24,2,0,2,1,52.567971799999995,51.347620400000004,0.454167,10.382277394231,5633
2012-04-25,2,0,3,1,57.9260282,59.0736596,0.427917,4.945531556744,6196
2012-04-26,2,0,4,2,59.7589718,60.649660399999995,0.756667,7.353226742625001,5026
2012-04-27,2,0,5,1,56.304500000000004,56.9732756,0.400833,14.472607344481,6233
2012-04-28,2,0,6,2,49.4660282,48.0474752,0.489583,5.411100613575,4220
2012-04-29,2,0,0,1,56.3749718,56.674374799999995,0.587083,4.867097138156,6304
2012-04-30,2,0,1,2,56.8685282,57.5742848,0.57,7.145608671766,5572
2012-05-01,2,0,2,2,69.4879718,71.7500948,0.659583,6.498566350272,5740
2012-05-02,2,0,3,1,65.3285282,67.1020448,0.797083,5.747610913705999,6169
2012-05-03,2,0,4,2,64.976,67.0243496,0.768333,5.566012753472,6421
2012-05-04,2,0,5,1,70.6865,73.4009396,0.735417,6.783411515866,6296
2012-05-05,2,0,6,2,70.1930282,72.6514304,0.756667,6.369341066143999,6883
2012-05-06,2,0,0,2,65.1875,68.1523556,0.74,6.239741095303,6359
2012-05-07,2,0,1,2,63.0725,65.8244696,0.664167,9.605343678897,6273
2012-05-08,2,0,2,2,66.8090282,69.42755480000001,0.685833,12.324236995853,5728
2012-05-09,2,0,3,2,66.245,68.89937,0.744167,9.009633437084,4717
2012-05-10,2,0,4,1,60.3934718,61.6238204,0.552083,13.075025904991,6572
2012-05-11,2,0,5,1,62.719971799999996,65.0749604,0.360417,9.864127302009,7030
2012-05-12,2,0,6,1,65.3285282,67.9242596,0.480417,5.126255447981,7429
2012-05-13,2,0,0,1,69.4175,72.72627440000001,0.57625,9.372038752269,6118
2012-05-14,2,0,1,2,66.1039718,68.52812000000002,0.789583,8.854762929044,2843
2012-05-15,2,0,2,2,69.3470282,71.6767952,0.794583,6.1362026669439995,5115
2012-05-16,2,0,3,1,71.46202819999999,74.00183,0.697917,5.100402064784,7424
2012-05-17,2,0,4,1,67.7959718,71.22642440000001,0.52,9.553470385075,7384
2012-05-18,2,0,5,1,65.3285282,68.6731748,0.523333,5.695945779169,7639
2012-05-19,2,0,6,1,68.36,70.5486704,0.45625,3.496035191575,8294
2012-05-20,2,0,0,1,70.1224718,72.5752796,0.530417,10.589770569519,7129
2012-05-21,2,0,1,2,68.21897179999999,70.40123960000001,0.81125,9.708715579828,4359
2012-05-22,2,0,2,2,69.629,72.20201,0.765833,4.919511646119,6073
2012-05-23,2,0,3,2,70.1930282,72.6519056,0.774583,4.246449414,5260
2012-05-24,2,0,4,1,73.013,75.27596,0.716667,7.197981547872,6770
2012-05-25,2,0,5,1,75.128,77.7504452,0.747083,5.85135750135,6734
2012-05-26,2,0,6,1,76.1855,79.55228480000001,0.7325,8.284406488144,6536
2012-05-27,2,0,0,1,75.974,79.40129,0.697083,8.957968302547,6591
2012-05-28,2,1,1,1,77.87750000000001,83.90084,0.67625,8.181534169497,6043
2012-05-29,2,0,2,1,78.7235,83.1514496,0.684583,12.2980505578,5743
2012-05-30,2,0,3,2,73.1540282,75.8021252,0.67,5.592365718953,6855
2012-05-31,2,0,4,1,75.128,78.2018852,0.492917,8.129827403103,7338
2012-06-01,2,0,5,2,72.9425282,75.4258856,0.755417,9.890188844491,4127
2012-06-02,2,0,6,1,66.9499718,70.4750144,0.549167,7.766922505634,8120
2012-06-03,2,0,0,1,68.5715,71.52580040000001,0.493333,7.663883659559,7641
2012-06-04,2,0,1,1,68.14850000000001,71.90002039999999,0.487083,11.858126724881,6998
2012-06-05,2,0,2,2,63.3544718,65.6759696,0.613333,8.724996430775,7001
2012-06-06,2,0,3,1,64.48252819999999,67.6242896,0.61125,3.210856971125,7055
2012-06-07,2,0,4,1,68.5715,70.8497096,0.567083,6.5507726989499995,7494
2012-06-08,2,0,5,1,72.51952820000001,74.2260056,0.467917,7.301519976231001,7736
2012-06-09,2,0,6,1,77.7364718,80.22599960000001,0.437083,6.006935750959,7498
2012-06-10,2,0,0,1,79.0760282,82.0258196,0.538333,5.567053549897,6598
2012-06-11,2,0,1,2,78.58247180000001,81.5748548,0.587917,8.647477913041001,6664
2012-06-12,2,0,2,2,72.8719718,74.22755,0.833333,8.931948391921999,4972
2012-06-13,2,0,3,1,73.0834718,75.8006996,0.582083,14.291342239103,7421
2012-06-14,2,0,4,1,72.44897180000001,77.3767004,0.569583,10.563375972181001,7363
2012-06-15,2,0,5,1,71.6735282,74.45077520000001,0.589583,7.352893687769001,7665
2012-06-16,2,0,6,1,71.03902819999999,73.8513104,0.504167,6.938656710619,7702
2012-06-17,2,0,0,1,67.7255,71.15062999999999,0.59875,6.032622606728,6978
2012-06-18,2,0,1,2,65.6809718,67.9272296,0.777917,7.2750004833220006,5099
2012-06-19,2,0,2,1,75.8329718,80.97740960000002,0.69,6.1622225775690005,6825
2012-06-20,2,0,3,1,83.7995,88.85182999999999,0.592083,4.738204908884,6211
2012-06-21,3,0,4,1,85.7734718,92.6019896,0.567917,4.945323397459,5905
2012-06-22,3,0,5,1,83.3765,89.2255748,0.57375,7.612051997594,5823
2012-06-23,3,0,6,1,79.4990282,80.7516896,0.534583,7.482118971897,7458
2012-06-24,3,0,0,1,80.48597179999999,83.30137520000001,0.479167,6.058475989924999,6891
2012-06-25,3,0,1,1,78.1594718,80.9001896,0.504167,12.505502101231,6779
2012-06-26,3,0,2,1,70.9684718,73.8508352,0.373333,14.472982031194002,7442
2012-06-27,3,0,3,1,76.60849999999999,79.3260896,0.36,11.314497936175,7335
2012-06-28,3,0,4,1,80.9795282,83.4508256,0.4225,7.1461082540500005,6879
2012-06-29,3,0,5,1,88.1705282,96.6496244,0.48875,6.886616889369001,5463
2012-06-30,3,0,6,1,82.31899999999999,84.87595040000001,0.60125,6.705684838847,5687
2012-07-01,3,0,0,1,86.61947180000001,92.3747252,0.51875,7.016175228353001,5531
2012-07-02,3,0,1,1,83.72902819999999,86.60211440000002,0.447083,8.129327820819,6227
2012-07-03,3,0,2,1,83.6584718,86.67482,0.492083,5.255480732108999,6660
2012-07-04,3,1,3,1,84.36352819999999,90.2016356,0.53875,5.618219102149999,7403
2012-07-05,3,0,4,1,87.6065,93.6503996,0.457917,8.077787581853,6241
2012-07-06,3,0,5,1,87.6769718,92.60092039999999,0.450833,6.084162845693999,6207
2012-07-07,3,0,6,1,90.4970282,98.8236644,0.492083,6.809056739778001,4840
2012-07-08,3,0,0,1,87.18350000000001,97.0990448,0.57375,5.230168563053,4672
2012-07-09,3,0,1,2,77.7364718,80.9016152,0.683333,7.534325320575,6569
2012-07-10,3,0,2,2,78.58247180000001,82.1777648,0.6675,6.317093085609001,6290
2012-07-11,3,0,3,1,78.23002819999999,80.4521948,0.633333,6.316926558181001,7264
2012-07-12,3,0,4,1,78.1594718,80.9763404,0.529583,6.1105158111749995,7446
2012-07-13,3,0,5,2,79.4990282,82.5504404,0.485833,3.36593563845,7499
2012-07-14,3,0,6,2,77.1019718,82.32578960000001,0.699167,5.981623581903,6969
2012-07-15,3,0,0,1,80.69747179999999,86.9772848,0.717917,6.938656710619,6031
2012-07-16,3,0,1,1,82.17797180000001,89.22605000000001,0.645,6.835409705259,6830
2012-07-17,3,0,2,1,86.8309718,92.975140400000015,0.505833,4.763891764653001,6786
2012-07-18,3,0,3,1,84.7159718,91.77526040000001,0.577083,5.7219656897940006,5713
2012-07-19,3,0,4,1,82.74199999999999,88.0994696,0.600417,6.887116471653,6591
2012-07-20,3,0,5,2,73.9294718,76.02737,0.844167,8.699684261719002,5870
2012-07-21,3,0,6,3,68.00747179999999,68.52954559999999,0.865417,8.8800750981,4459
2012-07-22,3,0,0,2,74.0705,77.22725000000001,0.7625,3.9100973149255998,7410
2012-07-23,3,0,1,1,80.3450282,85.1740196,0.694167,5.773630824331,6966
2012-07-24,3,0,2,1,81.12047179999999,87.12626,0.655,8.803222690078,7592
2012-07-25,3,0,3,1,78.8645282,80.9016152,0.45,6.860930033600001,8173
2012-07-26,3,0,4,1,83.3060282,91.02444440000001,0.596667,11.857294087741,6861
2012-07-27,3,0,5,1,83.72902819999999,90.4249796,0.594583,6.369341066143999,6904
2012-07-28,3,0,6,1,81.54347179999999,86.07535519999999,0.613333,6.5507726989499995,6685
2012-07-29,3,0,0,1,78.6530282,82.5504404,0.62375,7.093901905372,6597
2012-07-30,3,0,1,1,79.4284718,84.5764556,0.66875,6.395360976769,7105
2012-07-31,3,0,2,1,77.9479718,81.95204480000001,0.704167,6.886949944225,7216
2012-08-01,3,0,3,1,78.3005,82.4761904,0.6775,5.877543939403,7580
2012-08-02,3,0,4,1,81.2615,87.2020544,0.659583,5.385247230378,7261
2012-08-03,3,0,5,2,82.3894718,89.07659960000001,0.6425,8.983821685744001,7175
2012-08-04,3,0,6,1,84.7159718,92.45051959999999,0.613333,10.718454639506,6824
2012-08-05,3,0,0,1,82.6715282,90.05218520000001,0.6525,12.090765541797,5464
2012-08-06,3,0,1,2,81.2615,87.57722480000001,0.654167,5.385247230378,7013
2012-08-07,3,0,2,2,79.8514718,86.0773748,0.70375,4.867097138156,7273
2012-08-08,3,0,3,2,81.05,87.2767796,0.672917,4.6086465699,7534
2012-08-09,3,0,4,1,81.54347179999999,86.30155040000001,0.620417,6.498732877699999,7286
2012-08-10,3,0,5,2,78.1594718,82.5515096,0.715833,9.942228665741,5786
2012-08-11,3,0,6,2,76.1855,79.0261196,0.732917,8.596104201503,6299
2012-08-12,3,0,0,1,76.8904718,79.77598520000001,0.530417,5.100402064784,6544
2012-08-13,3,0,1,1,78.58247180000001,81.8757752,0.545417,5.670758505684,6883
2012-08-14,3,0,2,1,79.0760282,83.6013452,0.686667,7.042361666406,6784
2012-08-15,3,0,3,1,77.3840282,80.8995956,0.619583,7.067881994747001,7347
2012-08-16,3,0,4,1,78.4415282,80.9769344,0.519167,5.903230795172,7605
2012-08-17,3,0,5,1,78.7939718,31.99712,0.570833,9.631696644378001,7148
2012-08-18,3,0,6,1,74.98697179999999,76.62683480000001,0.603333,7.404933509019001,7865
2012-08-19,3,0,0,2,71.3914718,74.9022152,0.711667,3.5990740376500003,4549
2012-08-20,3,0,1,2,71.3914718,74.0008796,0.734167,5.411267141003,6530
2012-08-21,3,0,2,1,72.51952820000001,74.60177,0.67375,3.0295835393756,7006
2012-08-22,3,0,3,1,74.0705,77.07625519999999,0.677083,2.9260242950881006,7375
2012-08-23,3,0,4,1,76.4674718,78.87655040000001,0.635833,3.5218802484006,7765
2012-08-24,3,0,5,2,77.0315,80.07548,0.615,3.0035636287506002,7582
2012-08-25,3,0,6,2,73.5770282,76.7010848,0.712917,10.175158905656001,6053
2012-08-26,3,0,0,2,72.8719718,74.00432479999999,0.845833,9.527783529306001,5255
2012-08-27,3,0,1,1,77.1019718,80.9769344,0.730417,5.359393847180999,6917
2012-08-28,3,0,2,1,79.2169718,82.32674,0.62,7.948562297725001,7040
2012-08-29,3,0,3,1,75.551,78.7250804,0.552083,4.6861650876339995,7697
2012-08-30,3,0,4,1,77.3840282,80.75014519999999,0.590417,3.2105114267119,7713
2012-08-31,3,0,5,1,82.24852820000001,85.10072,0.5875,7.016341755780999,7350
2012-09-01,3,0,6,2,81.3319718,86.6752952,0.638333,4.712184998259,6140
2012-09-02,3,0,0,2,76.5380282,80.30120000000001,0.815,2.6673863834755998,5810
2012-09-03,3,1,1,1,77.4545,81.80152520000001,0.790833,6.291447861697,6034
2012-09-04,3,0,2,1,79.0054718,84.80229440000001,0.755,9.838482078097,6864
2012-09-05,3,0,3,1,79.9220282,87.4271804,0.74125,7.818795799456,7112
2012-09-06,3,0,4,2,76.5380282,81.05308520000001,0.810417,5.929250705797,6203
2012-09-07,3,0,5,1,77.1019718,81.2758352,0.73625,7.1459417266220004,7504
2012-09-08,3,0,6,2,73.3655282,75.80117480000001,0.799167,11.702881530128002,5976
2012-09-09,3,0,0,1,69.20599999999999,71.97629,0.5475,9.346185369072,8227
2012-09-10,3,0,1,1,66.9499718,70.3996952,0.50375,10.770702620041002,7525
2012-09-11,3,0,2,1,66.4565,69.0498896,0.52,3.8323872906494003,7767
2012-09-12,3,0,3,1,68.28952819999999,70.92491,0.577083,5.488993818022,7870
2012-09-13,3,0,4,1,69.4175,72.0514904,0.637083,3.4438205165255997,7804
2012-09-14,3,0,5,1,71.1799718,73.77706040000001,0.6725,4.324009563591,8009
2012-09-15,3,0,6,1,69.0649718,72.80099960000001,0.501667,10.304758876497,8714
2012-09-16,3,0,0,1,66.66799999999999,70.09925,0.57,3.7544982493881,7333
2012-09-17,3,0,1,2,66.7384718,68.90234000000001,0.734583,6.317301244894,6869
2012-09-18,3,0,2,2,70.3339718,70.3299596,0.8725,14.887010849059,4073
2012-09-19,3,0,3,1,64.3415,67.39999519999999,0.536667,8.958134829975,7591
2012-09-20,3,0,4,1,63.8480282,66.42440959999999,0.618333,4.919511646119,7720
2012-09-21,3,0,5,1,68.28952819999999,71.15015480000001,0.66875,6.420839673253001,8167
2012-09-22,3,0,6,1,72.59,75.72597440000001,0.646667,11.806086903631,8395
2012-09-23,4,0,0,1,62.3675282,64.8492404,0.467083,9.294645130106002,7907
2012-09-24,4,0,1,1,61.098528200000004,62.898544400000006,0.492917,5.928542964228001,7436
2012-09-25,4,0,2,1,64.13,67.84846519999999,0.57,9.838482078097,7538
2012-09-26,4,0,3,1,71.321,74.0776244,0.630833,10.1748258508,7733
2012-09-27,4,0,4,2,72.59,75.42743,0.690833,5.5929069330939996,7393
2012-09-28,4,0,5,2,69.9815282,72.8005244,0.69,6.835076650403,7415
2012-09-29,4,0,6,1,63.4955,66.1991648,0.542917,9.475577180628001,8555
2012-09-30,4,0,0,1,62.1560282,64.69836439999999,0.583333,5.6185521570059995,6889
2012-10-01,4,0,1,2,61.6624718,64.0256,0.649167,3.7803474693994,6778
2012-10-02,4,0,2,3,67.5844718,67.62916039999999,0.871667,4.349488260075,4639
2012-10-03,4,0,3,2,73.2245,74.3770004,0.79375,2.7704252295506002,7572
2012-10-04,4,0,4,2,73.2245,75.42743,0.722917,4.893658262922,7328
2012-10-05,4,0,5,1,69.629,72.1262156,0.6275,4.42754799195,8156
2012-10-06,4,0,6,1,64.48252819999999,67.1762948,0.664167,11.158378472425001,7965
2012-10-07,4,0,0,2,52.779471799999996,53.073784399999994,0.708333,5.876836197834001,3510
2012-10-08,4,1,1,2,50.0299718,49.2478304,0.709583,7.896689003902999,5478
